Accuracy_train_h24_w256_ov64_300s,Loss_train_h24_w256_ov64_300s,Accuracy_train_h36_w256_ov64_300s,Loss_train_h36_w256_ov64_300s,Accuracy_train_h48_w256_ov64_300s,Loss_train_h48_w256_ov64_300s,Accuracy_train_h36-48_w256_ov64_300s,Loss_train_h36-48_w256_ov64_300s,Accuracy_train_h12-24_w128_ov64_40s,Loss_train_h12-24_w128_ov64_40s,Accuracy_train_h24-36_w128_ov64_40s,Loss_train_h24-36_w128_ov64_40s,Accuracy_train_h36-48_w128_ov64_40s,Loss_train_h36-48_w128_ov64_40s,Accuracy_train_h24-36-48_w128_ov64_40s,Loss_train_h24-36-48_w128_ov64_40s,Accuracy_train_h12-24-36-48_w128_ov64_40s,Loss_train_h12-24-36-48_w128_ov64_40s
0.644345241,0.634178769,0.641269876,0.652064065,0.544203717,0.685331435,0.675120786,0.612121445,0.502465991,0.664892229,0.526915489,0.687331289,0.610649682,0.656463045,0.515553957,0.675644551,0.501642037,0.675682903
0.64411765,0.632646232,0.640392192,0.651243704,0.544551562,0.683820412,0.674168811,0.615923656,0.503949584,0.664204573,0.527609865,0.687766331,0.609575919,0.657316744,0.516228196,0.675122442,0.501622719,0.676133396
0.64534884,0.631167729,0.640697709,0.651311892,0.544796006,0.68351947,0.673913057,0.616919886,0.504734224,0.664993817,0.52846978,0.689723853,0.609608793,0.658120507,0.516594597,0.673601119,0.501804331,0.674662566
0.645913158,0.630984562,0.640996203,0.649946818,0.545081938,0.684240769,0.674995849,0.615679648,0.505090316,0.664947064,0.528771133,0.688461304,0.609997323,0.662333319,0.516952575,0.673561522,0.501981768,0.673622995
0.646148994,0.630489849,0.642234884,0.649064611,0.545827094,0.683916951,0.67555996,0.615661769,0.505032472,0.663582005,0.529775864,0.689745097,0.610465112,0.667292655,0.517473728,0.673728476,0.502351098,0.674064523
0.647627969,0.630973574,0.64288393,0.646564431,0.546279212,0.683566408,0.676599915,0.61332373,0.505457469,0.663620358,0.53005577,0.691467915,0.609877185,0.667440031,0.517813783,0.675886743,0.502905851,0.672376293
0.647685189,0.629784675,0.643518554,0.647337865,0.546857894,0.682736662,0.675523362,0.616331913,0.505476195,0.664370974,0.530503067,0.691587733,0.610077516,0.66801669,0.518425456,0.673748527,0.503448276,0.672281848
0.648962153,0.628244429,0.64450553,0.647255036,0.546928452,0.683023763,0.675107514,0.617350053,0.50604396,0.665984116,0.529910314,0.690454314,0.610699375,0.665688545,0.518416252,0.67405769,0.503599849,0.672508363
0.65006039,0.628434215,0.64528989,0.644536442,0.547487497,0.681765553,0.675645885,0.618251627,0.506444104,0.665664892,0.530179631,0.690544553,0.611476235,0.666206014,0.518516491,0.673389357,0.504216642,0.672290559
0.650985667,0.629205806,0.644982114,0.643543627,0.547726041,0.681363929,0.675861007,0.617375635,0.506682032,0.664774754,0.530527162,0.68958273,0.611569555,0.668059545,0.519046843,0.672939209,0.50463478,0.6717505
