Accuraccy_train_h24-28-32_w200_ov64_120-500s,Loss_train_h24-28-32_w200_ov64_120-500s,Accuraccy_train_h24-30-36_w200_ov64_120s-500s,Loss_train_h24-30-36_w200_ov64_120s-500s,Accuraccy_train_h28-30-32_w200_ov64_120-500s,Loss_train_h28-30-32_w200_ov64_120-500s,Accuraccy_train_h28-32-36_w200_ov64_120s-500s,Loss_train_h28-32-36_w200_ov64_120s-500s,Accuraccy_train_h32-34-36_w200_ov64_120-500s,Loss_train_h32-34-36_w200_ov64_120-500s,Accuraccy_train_h38-40-42_w200_ov64_120s-500s,Loss_train_h38-40-42_w200_ov64_120s-500s,Accuraccy_train_h42-44-46_w200_ov64_120s-500s,Loss_train_h42-44-46_w200_ov64_120s-500s,Accuraccy_train_h24-28-32-36_w200_ov64_120-500s,Loss_train_h24-28-32-36_w200_ov64_120-500s,Accuraccy_train_h30-32-34-36_w200_ov64_120s-500s,Loss_train_h30-32-34-36_w200_ov64_120s-500s
0.655427946,0.609869682,0.650197819,0.606861204,0.683978052,0.634778636,0.678880642,0.580394447,0.639165207,0.617555548,0.590262675,0.633313949,0.600000013,0.653746159,0.68866212,0.554895315,0.656733172,0.633405208
0.655720701,0.609961971,0.65048442,0.60666847,0.684406234,0.632308714,0.678859298,0.579757358,0.639612196,0.61886255,0.589780761,0.632316368,0.600448946,0.653156291,0.689113345,0.553995675,0.65736917,0.632993924
0.655817486,0.609901973,0.651071413,0.605626796,0.684825853,0.634010153,0.679343433,0.583083216,0.639798989,0.617897351,0.590372315,0.629587404,0.601388902,0.653284864,0.689555545,0.553855758,0.657500024,0.632463836
0.656251172,0.610009017,0.651596266,0.607643142,0.685976043,0.632251538,0.680018,0.582476046,0.639932329,0.618167687,0.591689463,0.629117468,0.601760189,0.652886788,0.69020901,0.553675865,0.658265851,0.632807707
0.656639077,0.609788908,0.651010388,0.612036647,0.686957352,0.631104972,0.680728856,0.583032063,0.640555713,0.617934148,0.59313723,0.629678324,0.602396527,0.652756627,0.690922284,0.5532551,0.659090933,0.632912778
0.657536265,0.609974624,0.651178902,0.61131824,0.68796791,0.635068696,0.681278806,0.582122123,0.641362144,0.618125269,0.594763454,0.630615986,0.603452009,0.651568832,0.691405958,0.55376576,0.659679341,0.630833539
0.657831233,0.609482705,0.652080047,0.610690255,0.68881552,0.633437158,0.68201243,0.583617766,0.641959792,0.618980148,0.595949239,0.631405323,0.603739329,0.651711417,0.692022782,0.554582682,0.659928637,0.631974292
0.658229219,0.609476746,0.653012618,0.610030148,0.689552221,0.633340407,0.682683981,0.584604057,0.642546057,0.618325427,0.597264413,0.630822747,0.604285727,0.652060643,0.692627856,0.553741695,0.660570009,0.630512366
0.658691437,0.609964725,0.652579884,0.611723473,0.690321958,0.633874537,0.682961691,0.583419167,0.643168666,0.619423394,0.597500979,0.631407479,0.605188692,0.652525943,0.692033533,0.552641072,0.661449423,0.631022364
0.659180551,0.609746755,0.653490353,0.610453289,0.690937817,0.631917106,0.683423013,0.584177138,0.643450892,0.617206154,0.599025627,0.631780123,0.605763252,0.651680929,0.692004143,0.552494367,0.661993793,0.630674555
0.659449369,0.608179458,0.653911549,0.610262848,0.691772601,0.630421646,0.684296669,0.584794078,0.643262603,0.617838473,0.59978327,0.632562477,0.606532934,0.651759848,0.691289427,0.552823887,0.662493009,0.630368342
0.659783021,0.608652815,0.654231402,0.607896546,0.691998705,0.629574684,0.684644609,0.585032402,0.643999809,0.616643945,0.600087815,0.630817298,0.607135589,0.651316119,0.691743109,0.553062487,0.662739806,0.63037572
0.659972342,0.607007151,0.654313528,0.610196506,0.692672981,0.626758264,0.685261706,0.585214251,0.644038367,0.617358426,0.601160517,0.632448067,0.606818195,0.651175881,0.691986521,0.552171614,0.663223164,0.630006279
0.660261017,0.607241555,0.654302246,0.614325883,0.692976541,0.628915281,0.685685684,0.584753686,0.64471003,0.617000625,0.602453493,0.632767834,0.607807821,0.651148398,0.692359015,0.552749789,0.663697812,0.630264437
0.660510588,0.606941735,0.654655597,0.617513898,0.693630047,0.627034342,0.685786434,0.583206985,0.645459433,0.617606571,0.602393593,0.63285824,0.60714287,0.651740528,0.692857132,0.551864348,0.664231625,0.629752852
0.660957632,0.604858469,0.655183296,0.616483417,0.694492124,0.627554565,0.685930096,0.583528176,0.646017692,0.61835647,0.602146464,0.633431811,0.60732548,0.652232069,0.692494254,0.551926123,0.664688948,0.629883203
0.661430187,0.60429843,0.655477965,0.615599105,0.695077228,0.627237567,0.685938329,0.581180121,0.644626635,0.618298805,0.60199699,0.63471379,0.607699819,0.65326497,0.692982446,0.553510627,0.663078173,0.630273885
0.661233257,0.605861113,0.656078068,0.616079004,0.695825204,0.62776004,0.685858584,0.583702835,0.643434557,0.618930995,0.603006452,0.634781104,0.607487936,0.654530329,0.692431551,0.553394218,0.663801077,0.630176033
0.660974166,0.606390854,0.655304347,0.615899999,0.695745393,0.627337866,0.686215603,0.582398658,0.642912833,0.619215775,0.602806286,0.634545674,0.607567063,0.657044228,0.692273297,0.553783391,0.663956397,0.629753563
0.661239475,0.606881402,0.655808461,0.615162417,0.695071633,0.627567866,0.686393851,0.581131249,0.642571827,0.618492727,0.602927781,0.635073106,0.607739805,0.654980459,0.692687549,0.553904226,0.664141437,0.628860729
0.661306949,0.608295389,0.656433744,0.61707348,0.695674154,0.627565162,0.687039889,0.581493876,0.642023671,0.618189253,0.603272605,0.635083067,0.607956699,0.653924604,0.69202761,0.55440521,0.66474065,0.628036648
0.66121353,0.608663961,0.656748398,0.615944686,0.696266548,0.628040082,0.687505304,0.58077672,0.642329287,0.618916012,0.603969224,0.634975639,0.608356689,0.653615817,0.692187975,0.553516771,0.665329791,0.630170966
0.661375154,0.608358557,0.657185358,0.613670696,0.696931989,0.626777818,0.687415823,0.582700404,0.642922941,0.619498619,0.604077991,0.634669126,0.608611125,0.65282766,0.691481471,0.552994474,0.665877548,0.630101816
0.661848344,0.607771291,0.65757293,0.612728893,0.69733973,0.625998008,0.687870438,0.581758109,0.643506784,0.620508947,0.604712479,0.635701738,0.608677699,0.652177955,0.691827354,0.552108599,0.666510165,0.630353265
0.662313777,0.607397004,0.658414169,0.61337422,0.697944685,0.626031354,0.688110613,0.581770501,0.643380832,0.621568303,0.605641762,0.635966763,0.60828781,0.652613254,0.691863984,0.551086767,0.667070316,0.631079705
0.6624316,0.607304933,0.658785449,0.611071126,0.698418459,0.629218851,0.688511126,0.583479082,0.643052655,0.620730969,0.605820769,0.636165291,0.607994593,0.652660682,0.692020465,0.550790267,0.667436583,0.630764334
0.662302215,0.605559821,0.659315323,0.612145007,0.69904508,0.629458523,0.68882372,0.583438846,0.641838217,0.62302187,0.606125577,0.636630088,0.607706107,0.652192343,0.692234159,0.550259492,0.667705302,0.629717158
0.662722429,0.606127851,0.660081616,0.614312619,0.699741276,0.62710944,0.68921212,0.583770415,0.641246225,0.62207144,0.607191466,0.63709822,0.607555569,0.652433994,0.692029618,0.549555506,0.668151538,0.629579525
0.662924734,0.606498267,0.660592793,0.613793684,0.700031571,0.625632071,0.689033188,0.585561215,0.641062449,0.621907044,0.607860497,0.637400976,0.607451512,0.652712941,0.69212227,0.549838046,0.668440379,0.629458696
0.663213671,0.608143164,0.660975398,0.613143656,0.699964726,0.626643188,0.689214983,0.585255276,0.641079406,0.621592049,0.608644641,0.636412032,0.60691165,0.65244254,0.69180518,0.550186681,0.668843975,0.629104031
0.663260451,0.607490237,0.660913568,0.61285219,0.70044308,0.624495976,0.68963068,0.584479629,0.641684981,0.620923208,0.609208754,0.637140529,0.606640639,0.652118313,0.692245359,0.549145106,0.669241264,0.628369473
0.663778107,0.607040736,0.660378089,0.612382111,0.70087545,0.629590314,0.68996163,0.583224379,0.642164303,0.620019729,0.609846588,0.63685856,0.606804493,0.651402195,0.692621292,0.549330395,0.66960303,0.626553118
0.663936819,0.606358721,0.660518037,0.615903764,0.70153079,0.629373854,0.690287489,0.582336492,0.642636251,0.619879462,0.610433692,0.635845009,0.60658121,0.652378341,0.692136741,0.549023843,0.670046643,0.625209678
0.664064082,0.605988515,0.661084265,0.613773239,0.701948257,0.628789636,0.690492712,0.58127358,0.643139354,0.619645675,0.609509479,0.634302818,0.606106884,0.652727869,0.692225038,0.549138406,0.670367824,0.623387556
0.663930171,0.60598475,0.661641914,0.611979401,0.70262323,0.630849752,0.690733087,0.581808871,0.643825179,0.618831995,0.610452911,0.634650191,0.605976445,0.652873793,0.691975297,0.548854678,0.670626745,0.622715617
0.664026983,0.606059433,0.662037732,0.611612574,0.701829183,0.633641867,0.690704031,0.580416171,0.644122863,0.619798971,0.611062207,0.633751628,0.605472027,0.653152925,0.69217487,0.547950414,0.670682411,0.622018158
0.664008848,0.606138825,0.662656091,0.611047819,0.702494971,0.632343874,0.690939241,0.579608836,0.644791113,0.619925448,0.61043186,0.634715358,0.605099516,0.653303642,0.691818673,0.548178488,0.670963389,0.621261406
0.664103642,0.606276309,0.66220709,0.612082042,0.702745515,0.632124591,0.691096145,0.578018312,0.644295545,0.620219248,0.610953484,0.634934756,0.604732524,0.653314207,0.691467752,0.547952385,0.671380495,0.620377233
0.664057253,0.605175055,0.662890141,0.610867202,0.70332161,0.634167165,0.691473557,0.576961779,0.644989647,0.619885816,0.611232768,0.6347669,0.604330079,0.653618014,0.691721121,0.547190115,0.671707911,0.620782591
0.663928279,0.605231534,0.663488738,0.60912273,0.70399824,0.63595698,0.691808595,0.575396521,0.645490218,0.62110403,0.61108089,0.635651782,0.603974061,0.653433674,0.691646379,0.546438166,0.672002899,0.620890137
0.664104255,0.605537598,0.663117406,0.609477528,0.703439309,0.640575138,0.692211973,0.574066299,0.645910706,0.620853492,0.611702105,0.635109335,0.603743975,0.653500324,0.691250659,0.547052169,0.671442711,0.621453826
0.664058862,0.605671561,0.663265291,0.610976118,0.703926395,0.639342036,0.692500543,0.574488334,0.646325144,0.619658944,0.612237847,0.635000738,0.603477232,0.653524503,0.691446831,0.548858395,0.671626359,0.620215642
0.664394346,0.605577494,0.663739052,0.609006845,0.703766864,0.641717226,0.692784991,0.576116342,0.646769555,0.618534308,0.612196026,0.634580205,0.60337303,0.653432857,0.691269829,0.548812589,0.671672102,0.618802229
0.664347539,0.604177839,0.664278462,0.611796469,0.704103579,0.639437601,0.692062466,0.57756439,0.647172023,0.618720429,0.612871564,0.634378112,0.603270305,0.653124865,0.691778291,0.548859521,0.671690331,0.617370588
0.664676265,0.603731053,0.664666556,0.612538714,0.704645769,0.639745922,0.692097024,0.578436794,0.647498046,0.617494513,0.613387751,0.63425863,0.603012533,0.653535599,0.691914438,0.549608146,0.67189503,0.617408935
0.664601553,0.602849227,0.665191936,0.610999209,0.704519345,0.639550185,0.692484281,0.577902029,0.648065495,0.617412008,0.613933916,0.634903043,0.603146867,0.653356497,0.69168608,0.548851811,0.672308776,0.617564487
0.664527878,0.602620202,0.665036834,0.612927246,0.704394677,0.639463295,0.692725867,0.577564068,0.648555269,0.616617267,0.61462025,0.634584899,0.603047853,0.653101183,0.691460893,0.548356575,0.672322204,0.61723454
0.664507665,0.601891179,0.665094989,0.61128802,0.704683463,0.637266412,0.693173108,0.579754173,0.648934319,0.616653504,0.614966962,0.635680467,0.602988519,0.653232262,0.691698583,0.548527474,0.672335447,0.618372392
0.6644096,0.603168543,0.665536748,0.609707508,0.705206826,0.635071353,0.693545037,0.57981164,0.649308177,0.616725986,0.615272493,0.635490693,0.602891946,0.653614223,0.692034488,0.548049204,0.672556064,0.617446965
0.664390466,0.603439891,0.66607662,0.609562082,0.705046181,0.636123508,0.693396548,0.580439935,0.649608579,0.616303636,0.615790975,0.634755946,0.602872273,0.654007638,0.692214652,0.547508069,0.672747911,0.617037703
0.664525737,0.604300421,0.666609197,0.611123583,0.704988554,0.637759646,0.693693691,0.579818979,0.649938876,0.61482037,0.616410271,0.634189874,0.602890404,0.654247184,0.692492481,0.547353112,0.672706822,0.616814399
0.664608156,0.603925196,0.666586755,0.610949872,0.705432552,0.638650484,0.693986845,0.579942897,0.650433367,0.614582398,0.617164051,0.632444542,0.602982862,0.654524387,0.692120296,0.547451838,0.67312388,0.617300755
0.664917612,0.604017581,0.66598638,0.611911609,0.7060033,0.638394518,0.694175081,0.579665886,0.650519255,0.613242136,0.615744659,0.634259189,0.602888902,0.655428327,0.691999988,0.54657123,0.67335861,0.617300307
0.665021524,0.604484525,0.666238666,0.611456471,0.706434698,0.638162894,0.694461165,0.579042656,0.650870237,0.613978417,0.614344067,0.635325836,0.603053729,0.655481831,0.692224663,0.546494333,0.673615316,0.61644571
0.665049024,0.604350265,0.666789728,0.611319982,0.707089536,0.637877895,0.694677031,0.578450106,0.651216601,0.613184024,0.612961904,0.635509373,0.60296054,0.655754996,0.692592581,0.546524591,0.673968326,0.616792201
0.664951907,0.603953643,0.667100159,0.610620658,0.706435128,0.638317651,0.694923084,0.57779158,0.651558437,0.613076798,0.612049763,0.635489328,0.603050122,0.656301727,0.692713617,0.547359934,0.674291963,0.615533325
0.66455977,0.603919989,0.667240908,0.611872561,0.706919929,0.63991105,0.695133147,0.577682531,0.651895834,0.613383118,0.612323824,0.635650678,0.603174617,0.656104048,0.692929281,0.54781148,0.674635994,0.615295914
0.664835025,0.604862636,0.667741921,0.613083734,0.707494768,0.639178598,0.695405667,0.576740854,0.652358558,0.612798518,0.612285496,0.635880771,0.603512558,0.655830562,0.693333322,0.547868994,0.67492671,0.614290794
0.664838642,0.604862556,0.668236511,0.611221639,0.707743318,0.638928548,0.695707068,0.576084471,0.652622076,0.612274238,0.612077174,0.636524208,0.603953005,0.655513966,0.693589732,0.546910834,0.675286543,0.613703729
0.66532658,0.60626822,0.668789794,0.614261764,0.708147146,0.636923558,0.696197642,0.574791975,0.653010266,0.612336809,0.612210304,0.636616019,0.604317069,0.655226083,0.693842876,0.545896185,0.675472906,0.613046984
0.665182649,0.606675578,0.669336075,0.614315895,0.707664194,0.635867474,0.695818946,0.573888059,0.65352076,0.611429368,0.61271207,0.636508872,0.604535878,0.655043196,0.693999051,0.545187487,0.675752805,0.613775658
0.665279666,0.605701551,0.669971748,0.61417112,0.70800086,0.635836838,0.696207354,0.573998512,0.653835205,0.611013777,0.613040256,0.636570653,0.604821816,0.65427058,0.694013499,0.544285443,0.676005361,0.613189232
0.665185356,0.606478497,0.670408149,0.612681411,0.708426601,0.635312275,0.696401512,0.574180713,0.65414572,0.610981005,0.613364339,0.636996444,0.605138902,0.653446442,0.694166655,0.543650462,0.676207411,0.612983863
0.665753484,0.606825952,0.670902508,0.614884521,0.708012715,0.636845042,0.696561889,0.573499101,0.654546013,0.609593742,0.613320976,0.636547882,0.605452049,0.653593277,0.693857821,0.542845603,0.676477532,0.612858849
0.665727827,0.606287032,0.671075823,0.615850263,0.707665361,0.636885088,0.696813814,0.571906764,0.654755249,0.609721882,0.613934834,0.636530786,0.605555569,0.653730514,0.6935528,0.54221143,0.676744319,0.612119749
0.665212619,0.606379409,0.670965304,0.618213611,0.707169657,0.63724261,0.697062648,0.570333402,0.655085233,0.608485324,0.61431273,0.635797247,0.605930484,0.652599882,0.692842524,0.541485954,0.677031071,0.610912731
0.664981911,0.605890537,0.670825023,0.616363391,0.707620418,0.635303278,0.697308447,0.568940665,0.655411193,0.607586645,0.614458981,0.636664348,0.606266951,0.65262937,0.692953917,0.541316326,0.677383616,0.611086724
0.665468367,0.606267156,0.671335793,0.617497692,0.707432518,0.63364368,0.697673703,0.567979958,0.655550471,0.608230989,0.614893594,0.636055504,0.60656567,0.651793571,0.69239056,0.541537576,0.677617104,0.610360718
0.665536666,0.605491665,0.671748203,0.618877406,0.707726412,0.637322395,0.698034559,0.567683945,0.655960517,0.608135234,0.615162756,0.636523142,0.606827322,0.651908084,0.692458711,0.540909415,0.678053146,0.610112114
0.66594567,0.605297208,0.671911265,0.620477672,0.707778457,0.635466045,0.698421336,0.569337258,0.656365652,0.609019525,0.61504648,0.636134379,0.607185642,0.652152692,0.692348624,0.541221399,0.678257146,0.608780629
0.666146111,0.605476434,0.672254602,0.621897652,0.70788911,0.633556751,0.698412695,0.568569739,0.656646318,0.609238883,0.615469836,0.635994239,0.607539696,0.652392535,0.692636672,0.541271602,0.678458718,0.6090418
0.666051697,0.606327054,0.672624065,0.621323384,0.708204523,0.634126894,0.698434041,0.5701232,0.656715521,0.610455151,0.616014078,0.635361399,0.60779094,0.651660148,0.692570665,0.540568609,0.678254462,0.609087375
0.66598076,0.606311161,0.672629038,0.619855289,0.708340634,0.634228523,0.698455137,0.569400189,0.656990827,0.610171951,0.616364183,0.634816965,0.608104589,0.652089978,0.692766872,0.539905371,0.678319989,0.607829068
0.665977359,0.605779147,0.672425096,0.620169933,0.708620624,0.632410508,0.698771336,0.569260451,0.65720414,0.610196829,0.616585768,0.634207176,0.60838208,0.652037461,0.692657557,0.538871736,0.678584111,0.607269337
0.665996104,0.604656636,0.672371842,0.621471199,0.709041983,0.630590256,0.698937042,0.570031738,0.657531836,0.610115222,0.616897553,0.633010657,0.608591745,0.65141359,0.692764845,0.538922971,0.678955274,0.607521247
0.666256396,0.605860213,0.672791068,0.61985165,0.70934344,0.633061243,0.699100832,0.570184782,0.657971932,0.611470867,0.617359466,0.634400623,0.608606307,0.65013148,0.69291371,0.538952144,0.679234566,0.607111485
0.666382583,0.606139482,0.673000221,0.618922245,0.709898766,0.631510886,0.699117611,0.569444379,0.658118168,0.611761727,0.617877209,0.635364555,0.608397203,0.650414811,0.693188578,0.538304965,0.679619495,0.607153021
0.666463873,0.60505484,0.673236137,0.618476345,0.709793871,0.629720991,0.699422797,0.569155585,0.658234018,0.611887193,0.617872318,0.63612033,0.608603188,0.650628548,0.693502633,0.538504164,0.679935089,0.606501266
0.666587447,0.604296562,0.673208474,0.617125266,0.710170721,0.62875283,0.699667124,0.569827408,0.658234344,0.611199493,0.61807904,0.635847012,0.60852274,0.650733258,0.693813119,0.538251201,0.680333185,0.606524029
0.66640888,0.60492478,0.673699974,0.616872253,0.710346556,0.628195787,0.699880155,0.569730469,0.658546963,0.61075534,0.618163218,0.636146524,0.608882625,0.650051415,0.693701599,0.537039833,0.680705382,0.607153841
0.666744986,0.604790657,0.674271942,0.616376898,0.710660166,0.628553533,0.699920551,0.568304199,0.658799607,0.609547933,0.618216569,0.635783615,0.609269676,0.650018738,0.693632946,0.536307636,0.680945717,0.605785462
0.667247271,0.604647016,0.674723507,0.616423686,0.71116483,0.626863209,0.700129787,0.568680263,0.659189794,0.609864883,0.618328755,0.636036081,0.609559293,0.649581027,0.693813354,0.535829519,0.681162204,0.605709984
0.667680603,0.606083641,0.674829918,0.615764917,0.711249293,0.626907611,0.700364756,0.5679013,0.659519812,0.609054568,0.618498796,0.635547434,0.609969149,0.649357751,0.6938683,0.535874176,0.681481505,0.604999113
0.668088141,0.605132103,0.675245222,0.616644253,0.711635178,0.626479916,0.700485516,0.568297643,0.659596315,0.607949165,0.618843283,0.635484698,0.610282395,0.650221826,0.694086339,0.536061222,0.681943771,0.604976375
0.668052475,0.604341858,0.675796129,0.616224091,0.711743464,0.625812757,0.700577198,0.567525056,0.659865251,0.607628017,0.619125533,0.6354292,0.610531149,0.65092973,0.693528681,0.536525542,0.682151206,0.605029802
0.668245751,0.603377397,0.676034334,0.616251506,0.712122431,0.626082046,0.700861067,0.56640935,0.660158708,0.607292074,0.619375632,0.635089651,0.610625393,0.650576985,0.693503327,0.535488179,0.682584061,0.605299644
0.668705566,0.604085186,0.676436322,0.615281325,0.712389124,0.628733988,0.701059506,0.566625111,0.660558217,0.607344713,0.619189386,0.634965725,0.610748805,0.650269279,0.693397733,0.535016748,0.683053384,0.605361842
0.668543824,0.602782885,0.676199655,0.616310718,0.712572257,0.62847231,0.701146599,0.567148502,0.660844755,0.607079996,0.619608949,0.635476778,0.610750764,0.649988794,0.693613601,0.535166647,0.683169557,0.605130405
0.668751784,0.601908392,0.67651414,0.614909054,0.712512689,0.628793178,0.701395675,0.565789607,0.661101196,0.606657123,0.619623634,0.635309241,0.610961781,0.649844813,0.693070478,0.535815303,0.683610321,0.603918177
0.668713523,0.602020077,0.67666156,0.617296254,0.712746412,0.630019483,0.701507047,0.565097532,0.661516128,0.607000113,0.619951053,0.635095137,0.611289377,0.649446466,0.692533163,0.535286471,0.684066626,0.603864221
0.66827117,0.602394355,0.676617442,0.619725853,0.713162892,0.629770164,0.701456047,0.565067784,0.66173954,0.606274832,0.620274989,0.634316521,0.611377082,0.649413618,0.692750185,0.535734499,0.684356891,0.603077936
0.668074914,0.601590486,0.676708765,0.621187156,0.713443349,0.628630212,0.701726255,0.565046749,0.662120115,0.606564067,0.620370348,0.63429948,0.611581436,0.648638862,0.692377021,0.536187929,0.684644084,0.602965909
0.668481083,0.601217469,0.677067655,0.621652427,0.713851777,0.629093946,0.701834128,0.564912292,0.662390893,0.607179776,0.620436708,0.633879288,0.611754399,0.6487446,0.692436635,0.536175605,0.684429849,0.60361382
0.668723742,0.600950697,0.677609774,0.622465336,0.714099642,0.630851781,0.702073084,0.564176921,0.662606216,0.607968985,0.620864409,0.633947697,0.611983725,0.648403209,0.692495625,0.535407364,0.684812812,0.603603718
0.668983677,0.600159799,0.67793366,0.622394656,0.714344925,0.629766829,0.702125418,0.56403125,0.662923986,0.608412449,0.62103832,0.634054689,0.612094921,0.648325565,0.69251542,0.535067424,0.685231243,0.603932245
0.669300021,0.600031601,0.67830706,0.622114104,0.714716556,0.631086284,0.702334221,0.563421767,0.663290537,0.608423915,0.62134823,0.634058298,0.612118608,0.648520207,0.692611771,0.535370337,0.685664964,0.603928415
0.669358311,0.599479008,0.678702911,0.620570878,0.715084355,0.630355103,0.70246277,0.563228203,0.663601504,0.607461263,0.621792037,0.633579816,0.612371147,0.648227353,0.692248938,0.534726671,0.686035638,0.60413058
0.669610992,0.599470898,0.67914703,0.619699603,0.715218761,0.629971062,0.70259,0.56249962,0.663909281,0.607170541,0.622231293,0.634212571,0.612592606,0.648634767,0.69230768,0.534378149,0.686266536,0.603367293
0.669899894,0.599199057,0.679508525,0.618153631,0.715554862,0.629019355,0.702587093,0.562040025,0.664137003,0.606539417,0.622611789,0.633111324,0.61272677,0.648926344,0.692025687,0.533907393,0.686611032,0.603054228
0.669452427,0.599092976,0.679944045,0.61663648,0.715963314,0.63121874,0.702738038,0.562028413,0.664413429,0.606739201,0.622610411,0.633230209,0.612972376,0.648510384,0.692084966,0.533896611,0.686952031,0.602745324
0.669681602,0.599608201,0.680400935,0.615989019,0.716141498,0.629627344,0.702912966,0.560791963,0.664636304,0.607060679,0.622904556,0.63262113,0.613103268,0.648363257,0.691619891,0.534166471,0.687327848,0.602210288
0.669755617,0.600125745,0.680443018,0.61558161,0.716567897,0.628047583,0.703086135,0.562093609,0.664882191,0.607205193,0.623169014,0.632261196,0.613177009,0.647858892,0.691755059,0.533844747,0.687642783,0.602037212
0.670114063,0.60035482,0.680892844,0.616912831,0.71689053,0.628033005,0.702929291,0.561772689,0.665226122,0.607036127,0.62348402,0.632288888,0.613333346,0.647603177,0.691666654,0.533159441,0.688011388,0.601587935
0.670166273,0.600337965,0.681414343,0.617183,0.716467397,0.629769074,0.703477559,0.561228503,0.665491628,0.607060545,0.623875282,0.631461453,0.613902722,0.647231298,0.691947657,0.532974544,0.688225563,0.601395213
0.67059443,0.600354242,0.681905422,0.615865096,0.716614928,0.628650719,0.7040204,0.560133778,0.665953521,0.608267656,0.624394332,0.630984092,0.614438957,0.646446575,0.691969185,0.532311901,0.688718896,0.601183278
0.670943447,0.600085839,0.682492195,0.614419791,0.716859037,0.629245579,0.704433495,0.558999283,0.666485126,0.60768718,0.624855863,0.631225626,0.61516148,0.645417899,0.69202699,0.532276725,0.689132731,0.601420707
0.671214488,0.599777728,0.682848126,0.613946378,0.717100754,0.627713056,0.705015843,0.558387337,0.667011519,0.607641818,0.62476531,0.633119929,0.61535949,0.645447477,0.692302094,0.532086397,0.68952394,0.602179585
0.67151998,0.599530903,0.683325024,0.613304142,0.71692754,0.627414051,0.705296869,0.559072565,0.667483751,0.607100584,0.625246475,0.632640003,0.61571817,0.646030586,0.692574514,0.532309176,0.689911333,0.601304531
0.67178559,0.599037837,0.683623922,0.613737495,0.717118275,0.628451041,0.705599684,0.559302526,0.668097762,0.607269855,0.625542222,0.632221455,0.616370024,0.645927733,0.692736414,0.531661984,0.690239801,0.601727336
0.672011897,0.599452208,0.684043169,0.614460313,0.71677841,0.630786505,0.706045965,0.558648576,0.668268872,0.607658963,0.625963592,0.631561439,0.616586164,0.64604144,0.692860965,0.530847866,0.690711487,0.601788567
0.672126347,0.599398235,0.684139508,0.613079961,0.717039784,0.629640702,0.706366548,0.558647252,0.668075948,0.606839355,0.626022891,0.631296701,0.617147449,0.645862555,0.693019931,0.530573875,0.691215059,0.601195326
0.672512593,0.599051126,0.68445463,0.613588053,0.717322462,0.630037496,0.706563238,0.558275325,0.668630223,0.606478034,0.626336128,0.631274774,0.617357801,0.645566597,0.69324826,0.531233525,0.691278841,0.601612307
0.672750311,0.598531797,0.684523796,0.612484063,0.717247081,0.631472114,0.706950455,0.558170408,0.669131362,0.607186362,0.626545064,0.631249025,0.617724881,0.645196063,0.693403868,0.531596775,0.691468278,0.601150477
0.673003797,0.5978434,0.685051732,0.611959274,0.717243151,0.631522297,0.707238257,0.558592865,0.668794199,0.60880214,0.626852857,0.631088789,0.617588217,0.645098718,0.693522895,0.532437132,0.691243023,0.602784888
0.673165214,0.597713777,0.685454357,0.612270232,0.717286194,0.631372253,0.707094528,0.557455842,0.669218726,0.60976696,0.626881753,0.630766885,0.61787213,0.64491327,0.693675739,0.53201495,0.691466577,0.602511728
0.673378669,0.597372706,0.685709482,0.614576085,0.717305474,0.630069407,0.70735524,0.556395267,0.668931503,0.610899294,0.62733491,0.63072084,0.61807513,0.64507879,0.693966255,0.531492792,0.691883649,0.60241477
0.673376918,0.597938378,0.685866857,0.613684539,0.71725483,0.628763339,0.70780232,0.555267507,0.669374903,0.611306944,0.62773412,0.630015782,0.618665641,0.644961533,0.694150213,0.531246135,0.692243723,0.60193785
0.673498977,0.59788869,0.686046498,0.612745702,0.717551759,0.628619977,0.708080806,0.554896926,0.669767433,0.611825428,0.628129617,0.629641486,0.618837222,0.645284039,0.694022382,0.530657554,0.692600447,0.601649012
0.673936764,0.597732732,0.686460682,0.612287235,0.717638642,0.628721072,0.708520387,0.556386802,0.670272651,0.612554686,0.628718457,0.630392765,0.619470178,0.645122121,0.694067203,0.530446246,0.692340092,0.602040205
0.673967508,0.597593338,0.686400814,0.610921111,0.717518382,0.629105539,0.708676626,0.555994797,0.670657426,0.612215296,0.629007724,0.630068089,0.619994893,0.645133388,0.694009205,0.529990836,0.692675628,0.602316325
0.674294479,0.596705111,0.6863649,0.612123782,0.717513334,0.628593143,0.709016771,0.555282196,0.671061722,0.612028077,0.62897714,0.630729354,0.620438341,0.645252754,0.694121633,0.529469947,0.692921209,0.602015159
0.674514292,0.596198142,0.686678768,0.611652998,0.717667354,0.627164501,0.709399933,0.554976072,0.671462326,0.612090208,0.628922547,0.630224901,0.620725533,0.645314092,0.694266858,0.528908911,0.693060769,0.601759521
0.674714823,0.595735738,0.686827445,0.61152473,0.717865202,0.62651411,0.709527087,0.554782712,0.671767922,0.611833036,0.629134407,0.629920091,0.621186882,0.644765405,0.694478102,0.528452653,0.693302366,0.60162862
0.674724286,0.596678201,0.687205638,0.610184207,0.71806126,0.626741771,0.709538825,0.555557387,0.672070752,0.611132985,0.628935185,0.630288794,0.621317258,0.645674476,0.694653918,0.528830041,0.693524637,0.6022171
0.674853555,0.597033293,0.68753446,0.60886386,0.718300373,0.625333121,0.709891708,0.556050835,0.672438762,0.611443746,0.629384682,0.630032989,0.621521535,0.645287261,0.69482815,0.529070735,0.693744905,0.602446147
