Accuraccy_train_h24-28-32_w200_ov64_120-500s,Loss_train_h24-28-32_w200_ov64_120-500s,Accuraccy_train_h24-30-36_w200_ov64_120s-500s,Loss_train_h24-30-36_w200_ov64_120s-500s,Accuraccy_train_h28-30-32_w200_ov64_120-500s,Loss_train_h28-30-32_w200_ov64_120-500s,Accuraccy_train_h28-32-36_w200_ov64_120s-500s,Loss_train_h28-32-36_w200_ov64_120s-500s,Accuraccy_train_h32-34-36_w200_ov64_120-500s,Loss_train_h32-34-36_w200_ov64_120-500s,Accuraccy_train_h38-40-42_w200_ov64_120s-500s,Loss_train_h38-40-42_w200_ov64_120s-500s,Accuraccy_train_h42-44-46_w200_ov64_120s-500s,Loss_train_h42-44-46_w200_ov64_120s-500s,Accuraccy_train_h24-28-32-36_w200_ov64_120-500s,Loss_train_h24-28-32-36_w200_ov64_120-500s,Accuraccy_train_h30-32-34-36_w200_ov64_120s-500s,Loss_train_h30-32-34-36_w200_ov64_120s-500s
0.599493025,0.646414916,0.585317446,0.624122712,0.645660573,0.665275294,0.671156006,0.657753635,0.610831931,0.653010334,0.550236379,0.698534555,0.574691377,0.704041514,0.654732496,0.614304221,0.608165006,0.687360886
0.595757451,0.642917981,0.589151436,0.613805338,0.642838425,0.661877376,0.671982988,0.65346877,0.60380851,0.666870671,0.553471416,0.697378237,0.573099433,0.704337032,0.657309927,0.608981816,0.607456163,0.687445029
0.596387829,0.642151067,0.592091823,0.615752819,0.642786056,0.660627519,0.672474748,0.643571986,0.598994967,0.668641324,0.55638295,0.694324011,0.571666683,0.701471439,0.660370356,0.605921879,0.61041669,0.684607542
0.599674087,0.643649711,0.596938761,0.610534855,0.644397049,0.664659885,0.673160173,0.636363339,0.598707818,0.673517592,0.559017194,0.687978137,0.569312185,0.70444314,0.663139315,0.604586099,0.610570008,0.681701149
0.601797438,0.647089915,0.598562138,0.608725423,0.646766156,0.65946212,0.673324149,0.627214311,0.600274091,0.671859875,0.558027049,0.688190433,0.569191934,0.699197642,0.664646449,0.606475573,0.611398093,0.682851726
0.602413619,0.643987772,0.597382416,0.618136305,0.650227111,0.667921912,0.67413263,0.625968349,0.601485683,0.665970591,0.5557354,0.701615411,0.569565233,0.701050494,0.666344591,0.60127884,0.610671958,0.683990437
0.603770593,0.642347313,0.599914951,0.615814773,0.651741279,0.66393263,0.672558921,0.63071337,0.605108872,0.656961501,0.556072666,0.691407748,0.570833349,0.703317523,0.669753072,0.602595221,0.612689416,0.683081302
0.604562734,0.640583775,0.60061223,0.606558774,0.652338293,0.668884879,0.673535352,0.623925151,0.605628135,0.653635743,0.557446779,0.686632535,0.571777793,0.70649802,0.671703689,0.596482826,0.615303051,0.678958569
0.608365016,0.637788784,0.603021963,0.598738592,0.653080734,0.67339304,0.673465422,0.613016637,0.604754537,0.655527282,0.560351852,0.683634575,0.572435912,0.711825788,0.673504259,0.603139688,0.617424263,0.678958054
0.61033657,0.635579045,0.604875269,0.591981946,0.654505235,0.673980679,0.67302656,0.608827741,0.603015072,0.654998375,0.562253713,0.683107113,0.57263376,0.709191208,0.675720151,0.603541766,0.61952864,0.680339328
